frame,x,y
471,303,202
472,309,198
473,320,194
474,332,190
475,352,187
476,371,182
477,386,177
478,395,173
479,399,173
480,405,173
481,410,176
482,415,185
483,420,198
484,426,211
485,433,223
486,437,237
487,441,248
488,445,264
489,448,276
490,450,286
491,453,303
492,455,316
493,458,326
494,459,337
495,460,347
496,460,352
497,460,356
498,459,358
499,459,361
500,459,365
501,457,368
502,453,373
503,447,378
504,432,386
505,424,389
506,417,391
507,411,392
508,403,392
509,385,390
510,354,384
511,311,371
512,265,353
513,244,343
514,235,338
515,231,335
516,231,333
517,230,332
518,230,329
519,228,324
520,226,317
521,221,300
522,220,288
523,222,273
524,227,257
525,232,242
526,236,225
527,236,210
528,238,199
529,238,192
530,238,188
531,238,186
532,238,185
533,237,184
534,235,184
535,235,183
536,234,183
537,232,183
538,229,183
539,226,185
540,223,186
541,221,187
542,221,189
543,230,215
544,247,237
545,340,331
546,399,381
547,422,402
548,433,410
549,436,414
550,436,415
551,436,417
552,436,419
553,435,419
554,434,419
555,431,419
556,422,414
557,414,406
558,404,395
559,394,378
560,383,354
561,379,316
562,391,271
563,414,221
564,436,182
565,454,157
566,464,141
567,469,135
568,472,132
569,475,134
570,477,152
571,469,175
572,427,201
573,360,245
574,298,286
575,273,312
576,263,323
577,263,325
578,263,325
579,265,301
580,293,234
581,340,164
582,392,123
583,419,109
584,423,108
585,415,112
586,297,150
587,171,181
588,65,217
589,34,235
590,32,239
591,43,249
592,75,269
593,118,295
594,155,316
595,170,320
596,186,316
597,200,308
598,237,293
599,269,290
600,286,290
601,293,296
602,296,310
603,296,330
604,303,366
605,340,420
606,407,456
607,465,461
608,525,437
609,538,427
610,542,423
611,548,419
612,552,396
613,526,353
614,460,303
615,385,272
616,341,267
617,333,272
618,333,278
619,335,284
620,335,287
621,335,290
622,337,292
623,340,292
624,345,289
625,353,273
626,354,262
627,331,251
628,324,250
629,322,250
630,323,251
631,327,251
632,333,251
633,335,250
634,338,250
635,360,267
636,406,310
637,448,350
638,460,366
639,463,370
640,461,371
641,439,374
642,399,376
643,342,370
644,275,351
645,211,328
646,209,327
647,240,332
648,347,357
649,480,380
650,580,394
651,611,396
652,612,396
653,612,396
654,610,396
655,610,396
656,606,396
657,579,393
658,456,356
659,408,344
660,362,331
661,362,330
662,366,328
663,367,327
664,338,320
665,256,304
666,198,294
667,179,292
668,177,291
669,187,285
670,210,269
671,220,259
672,222,258
673,222,258
674,223,258
675,224,261
676,227,263
677,227,266
678,224,276
679,198,299
680,194,312
681,187,323
682,191,325
683,206,324
684,232,311
685,252,296
686,281,280
687,305,264
688,330,253
689,342,249
690,345,249
691,345,260
692,343,277
693,342,295
694,345,313
695,355,332
696,365,347
697,366,349
698,366,350
699,365,350
700,364,350
701,364,350
702,356,352
703,332,352
704,304,352
705,293,347
706,290,344
707,291,342
708,294,340
709,296,339
710,296,339
711,291,341
712,278,347
713,272,349
714,263,348
715,259,338
716,255,327
717,253,319
718,256,315
719,272,309
720,295,304
721,304,303
722,304,303
723,303,306
724,304,308
725,323,315
726,358,321
727,382,332
728,387,348
729,355,367
730,260,384
731,242,384
732,242,382
733,265,350
734,287,333
735,287,332
736,258,332
737,231,339
738,238,333
739,319,258
740,353,216
741,318,212
742,208,218
743,190,224
744,255,250
745,662,186
746,761,150
747,697,150
748,521,152
749,473,174
750,521,169
751,701,92
752,777,55
753,729,64
754,510,135
755,426,185
756,480,190
757,681,145
758,681,145
759,796,112
760,484,247
761,167,368
762,179,397
763,378,308
764,609,174
765,630,159
766,503,188
767,283,276
768,235,324
769,265,350
770,322,344
771,382,299
772,385,294
773,316,293
774,130,342
775,20,405
