frame,x,y
376,189,241
377,185,217
378,183,193
379,166,152
380,160,143
381,159,143
382,159,143
383,163,152
384,167,172
385,168,192
386,167,214
387,164,257
388,164,290
389,171,315
390,182,326
391,196,319
392,235,290
393,323,242
394,438,197
395,555,162
396,651,125
397,700,92
398,709,71
399,681,34
400,659,10
401,646,0
402,644,0
403,644,0
404,644,0
405,606,8
406,531,37
407,428,73
408,327,107
409,258,132
410,226,156
411,204,208
412,191,295
413,194,393
414,210,470
415,231,503
416,282,534
417,343,554
418,422,580
419,505,599
420,505,599
421,505,599
422,505,599
423,505,599
424,505,599
425,505,599
426,505,599
427,505,599
428,505,599
429,734,231
430,667,174
431,587,132
432,516,107
433,451,100
434,386,98
435,329,102
436,282,109
437,249,111
438,211,116
439,199,126
440,191,147
441,186,174
442,180,218
443,171,276
444,157,340
445,151,399
446,151,451
447,159,491
448,171,510
449,184,519
450,195,522
451,219,524
452,295,548
453,369,573
454,445,596
455,445,596
456,577,599
457,629,561
458,648,501
459,641,448
460,612,418
461,568,395
462,468,368
463,295,344
464,53,326
465,25,322
466,68,322
467,247,331
468,484,361
469,636,415
470,647,427
471,618,428
472,555,417
473,532,396
474,527,378
475,523,360
476,516,353
477,498,346
478,493,346
479,521,347
480,582,343
481,620,328
482,617,318
483,510,282
484,284,248
485,77,232
486,0,228
487,0,228
488,0,228
489,30,206
490,115,194
491,141,198
492,158,206
493,165,209
494,169,209
495,179,193
496,202,152
497,217,121
498,227,108
499,237,108
500,277,142
501,326,195
502,374,256
503,397,315
504,400,349
505,388,374
506,377,395
507,367,407
508,361,415
509,356,418
510,333,420
511,305,420
512,275,410
513,257,392
514,253,363
515,284,305
516,342,251
517,391,228
518,424,219
519,452,218
520,471,222
521,488,232
522,498,243
523,501,263
524,468,321
525,436,357
526,421,374
527,415,378
528,414,379
529,410,380
530,394,384
531,372,392
532,357,398
533,352,400
534,359,392
535,394,367
536,431,346
537,476,327
538,510,316
539,529,307
540,534,295
541,518,261
542,447,196
543,321,112
544,216,75
545,213,75
546,213,80
547,215,99
548,206,129
549,187,177
550,186,215
551,215,245
552,257,260
553,289,261
554,288,258
555,203,257
556,33,302
557,0,344
558,0,344
559,162,301
560,404,241
561,492,222
562,500,222
563,474,240
564,364,289
565,286,307
566,283,306
567,311,282
568,369,247
569,374,244
570,356,261
571,305,316
572,284,347
573,282,349
574,287,350
575,287,348
576,265,343
577,209,338
578,196,335
579,233,308
580,349,232
581,465,173
582,491,163
583,484,166
584,439,201
585,406,231
586,393,246
587,393,246
588,393,246
589,396,246
590,398,249
591,408,262
592,421,280
593,430,289
594,434,293
595,440,298
596,453,304
597,471,308
598,482,309
599,481,309
600,461,308
601,438,304
602,421,296
603,412,288
604,405,286
605,395,306
606,389,346
607,389,384
608,393,406
609,402,413
610,410,410
611,417,401
612,421,394
613,424,389
614,428,382
615,411,339
616,356,263
617,288,190
618,266,175
619,265,175
620,265,175
621,288,209
622,312,252
623,350,309
624,399,372
625,447,401
626,466,405
627,471,395
628,441,371
629,371,341
630,292,319
631,248,306
632,233,294
633,227,283
634,223,275
635,220,270
636,220,269
637,237,269
638,288,275
639,340,276
640,368,280
641,382,284
642,386,285
643,391,292
644,397,308
645,394,324
646,376,343
647,353,355
648,337,357
649,320,347
650,314,334
651,310,325
652,313,314
653,345,294
654,413,273
655,470,257
656,498,251
657,503,251
658,497,253
659,472,269
660,447,293
661,425,313
662,415,325
663,404,339
664,388,355
665,376,370
666,373,379
667,373,382
668,395,380
669,413,372
670,429,364
671,441,354
672,448,347
673,457,342
674,468,332
675,476,321
676,475,310
677,464,306
678,444,305
679,434,311
680,425,315
681,412,321
682,390,324
683,341,330
684,296,340
685,285,343
686,286,343
687,308,343
688,372,330
689,379,328
690,387,326
691,388,326
692,389,326
693,392,324
694,393,313
695,380,298
696,336,279
697,281,268
698,248,266
699,237,266
700,235,266
701,235,266
702,235,261
703,238,255
704,262,248
705,339,251
706,424,270
707,461,283
708,466,287
709,450,294
710,399,307
711,338,319
712,285,322
713,254,322
714,242,321
715,240,318
716,242,317
717,257,315
718,288,301
719,348,274
720,418,255
721,464,255
722,479,270
723,479,284
724,465,311
725,449,340
726,438,356
727,433,364
728,432,365
729,425,365
730,390,373
731,360,381
732,342,387
733,335,387
734,334,382
735,338,359
736,355,334
737,399,294
738,450,259
739,486,234
740,505,223
741,510,219
742,511,215
743,501,206
744,481,202
745,461,202
746,428,212
747,377,225
748,321,237
749,283,243
750,265,247
751,262,248
752,262,248
753,263,248
754,266,247
755,274,242
756,302,225
757,335,207
758,375,184
759,397,170
760,408,165
761,412,164
762,412,167
763,395,180
764,353,210
765,296,246
766,255,283
767,238,306
768,235,329
769,238,338
770,241,344
771,245,346
772,255,351
773,292,365
774,356,382
775,442,387
776,460,390
777,465,394
778,465,397
779,464,403
780,460,408
781,455,409
782,445,410
783,423,408
784,394,403
785,366,395
786,340,374
787,334,367
788,323,342
789,328,330
790,359,319
791,411,312
792,468,307
793,509,307
794,527,310
795,531,314
796,530,318
797,523,325
798,512,331
799,494,339
800,465,351
801,412,363
802,353,365
803,334,360
804,332,347
805,353,324
806,392,281
807,441,227
808,475,184
809,483,164
810,482,159
811,475,157
812,469,157
813,454,166
814,438,178
815,403,208
816,349,253
817,293,300
818,274,320
819,271,328
820,272,327
821,277,317
822,276,290
823,262,275
824,252,271
825,250,271
826,254,272
827,263,278
828,278,287
829,312,316
830,364,368
831,452,469
832,466,491
833,465,493
834,461,488
835,433,461
836,375,431
837,345,416
838,334,412
839,333,412
840,333,412
841,333,412
842,314,401
843,279,382
844,257,373
845,246,371
846,234,371
847,212,379
848,147,393
849,54,414
850,54,414
851,0,456
852,0,456
853,0,456
854,74,426
855,116,422
856,128,427
857,133,434
858,135,438
859,138,440
860,147,441
861,188,419
862,253,362
863,325,288
864,382,214
865,416,143
866,447,52
867,448,36
868,447,36
869,438,45
870,429,68
871,427,86
872,424,98
873,416,110
874,406,131
875,393,153
876,383,177
877,375,194
878,371,203
879,370,206
880,372,209
881,389,217
882,412,221
883,448,221
884,516,188
885,591,143
886,645,98
887,657,71
888,650,56
889,614,51
890,551,49
891,470,59
892,387,77
893,329,99
894,260,156
895,228,210
896,214,261
897,223,306
898,249,326
899,298,334
900,351,316
901,391,300
902,408,294
903,408,293
904,408,293
905,407,294
906,404,295
907,394,285
908,373,256
909,334,218
910,307,205
911,300,203
912,300,204
913,304,211
914,310,218
915,312,222
916,314,224
917,322,230
918,354,248
919,398,268
920,427,284
921,436,293
922,436,295
923,434,297
924,423,298
925,407,298
926,384,290
927,352,275
928,319,259
929,304,250
930,303,246
931,319,240
932,388,235
933,417,234
934,423,234
935,423,234
936,420,237
937,414,243
938,408,248
939,398,254
940,369,265
941,315,287
942,281,306
943,277,311
944,296,313
945,354,296
946,439,262
947,450,256
948,450,256
949,448,256
950,445,258
951,444,258
952,441,247
953,431,219
954,396,174
955,369,150
956,368,150
957,380,158
958,405,176
959,419,202
960,428,229
961,436,261
962,449,290
963,457,298
964,459,295
965,403,249
966,299,209
967,217,192
968,199,192
969,201,197
970,230,208
971,275,212
972,295,219
973,296,224
974,296,228
975,296,229
976,296,229
977,296,227
978,293,220
979,287,220
980,280,233
981,275,253
982,275,270
983,274,284
984,275,299
985,285,316
986,298,328
987,311,334
988,318,331
989,320,314
990,312,296
991,287,277
992,274,274
993,271,274
994,271,283
995,292,304
996,352,346
997,422,379
998,455,393
999,456,395
1000,442,388
1001,424,378
1002,414,370
1003,409,367
1004,406,366
1005,405,366
1006,409,370
1007,429,375
1008,454,376
1009,472,367
1010,476,360
1011,452,354
1012,442,358
1013,441,362
1014,446,367
1015,449,369
1016,449,369
1017,446,369
1018,442,369
1019,441,370
1020,443,370
1021,452,364
1022,475,330
1023,474,312
1024,454,298
1025,437,295
1026,425,297
1027,421,300
1028,417,302
1029,410,303
1030,401,303
1031,397,303
1032,397,303
1033,414,303
1034,434,303
1035,448,305
1036,454,308
1037,455,312
1038,455,312
1039,455,312
1040,455,312
1041,440,312
1042,337,304
1043,235,298
1044,185,287
1045,180,282
1046,208,264
1047,281,229
1048,334,201
1049,351,190
1050,354,189
1051,355,189
1052,361,190
1053,370,191
1054,384,188
1055,390,186
1056,390,193
1057,386,214
1058,385,247
1059,394,272
1060,407,292
1061,413,301
1062,410,307
1063,392,311
1064,374,312
1065,356,312
1066,348,309
1067,336,299
1068,281,264
1069,212,230
1070,167,201
1071,158,195
1072,163,191
1073,195,185
1074,252,179
1075,296,177
1076,337,177
1077,389,192
1078,442,220
1079,463,239
1080,455,257
1081,408,268
1082,326,281
1083,272,295
1084,258,305
1085,257,309
1086,258,315
1087,263,320
1088,265,330
1089,266,339
1090,270,347
1091,289,353
1092,314,353
1093,347,345
1094,370,341
1095,386,340
1096,395,345
1097,398,350
1098,398,353
1099,397,357
1100,397,359
1101,411,363
1102,451,363
1103,499,360
1104,518,354
1105,508,337
1106,490,322
1107,431,285
1108,378,254
1109,348,225
1110,337,204
1111,309,184
1112,245,160
1113,181,153
1114,140,153
1115,132,153
1116,133,153
1117,156,152
1118,194,143
1119,213,141
1120,224,144
1121,236,155
1122,247,170
1123,264,188
1124,295,212
1125,320,231
1126,342,254
1127,364,286
1128,383,310
1129,396,332
1130,404,346
1131,408,352
1132,409,356
1133,409,357
1134,409,357
1135,409,357
1136,409,357
1137,409,360
1138,412,368
1139,420,377
1140,437,383
1141,454,384
1142,467,383
1143,471,380
1144,469,377
1145,446,373
1146,410,371
1147,362,371
1148,348,371
1149,342,369
1150,338,367
1151,332,365
1152,321,363
1153,315,362
1154,313,362
1155,313,361
1156,319,350
1157,325,332
1158,330,321
1159,331,317
1160,333,317
1161,337,317
1162,349,317
1163,361,315
1164,370,311
1165,371,311
1166,374,312
1167,379,319
1168,387,328
