frame,x,y
0,445,433
1,445,433
2,445,433
3,445,433
4,445,433
5,445,433
6,445,433
7,445,433
8,445,433
9,445,433
10,445,433
11,445,433
12,445,433
13,445,433
14,445,433
15,445,433
16,445,433
17,445,433
18,445,433
19,445,433
20,445,433
21,445,433
22,445,433
23,445,430
24,444,418
25,442,409
26,440,403
27,439,400
28,439,399
29,438,399
30,438,399
31,438,399
32,438,399
33,438,399
34,438,399
35,438,399
36,438,399
37,438,399
38,438,399
39,438,399
40,438,399
41,438,399
42,438,399
43,438,399
44,438,399
45,438,399
46,438,399
47,438,399
48,438,399
49,440,404
50,445,412
51,449,419
52,451,423
53,455,425
54,457,427
55,459,429
56,463,431
57,469,434
58,475,437
59,480,438
60,483,440
61,486,441
62,487,441
63,490,442
64,492,442
65,495,444
66,496,444
67,497,444
68,498,444
69,499,445
70,499,445
71,500,445
72,500,445
73,500,446
74,500,446
75,500,446
76,500,446
77,500,446
78,500,446
79,501,446
80,502,447
81,503,447
82,503,447
83,503,447
84,505,447
85,509,449
86,520,451
87,529,454
88,539,457
89,546,458
90,548,458
91,548,458
92,548,458
93,548,458
94,548,458
95,548,458
96,548,458
97,548,458
98,548,458
99,548,458
100,548,458
101,548,458
102,548,458
103,548,458
104,548,458
105,548,458
106,548,458
107,548,458
108,548,458
109,548,458
110,548,458
111,548,458
112,548,458
113,548,458
114,548,458
115,548,458
116,548,458
117,548,458
118,548,458
119,548,458
120,548,458
121,548,458
122,548,458
123,548,458
124,548,458
125,548,458
126,548,458
127,548,458
128,548,458
129,548,458
130,548,458
131,548,458
132,548,458
133,548,458
134,548,458
135,548,458
136,548,458
137,548,458
138,548,458
139,548,458
140,548,458
141,548,458
142,548,458
143,548,458
144,548,458
145,548,458
146,548,458
147,548,458
148,548,458
149,548,458
150,548,458
151,548,458
152,548,458
153,548,458
154,548,458
155,548,458
156,548,458
157,548,458
158,548,458
159,548,458
160,548,458
161,548,458
162,548,458
163,548,458
164,548,458
165,548,458
166,548,458
167,548,458
168,548,458
169,548,458
170,548,458
171,548,458
172,548,458
173,548,458
174,548,458
175,548,458
176,548,458
177,548,458
178,548,458
179,548,458
180,548,458
181,548,458
182,548,458
183,548,458
184,548,458
185,548,458
186,548,458
187,548,458
188,548,458
189,548,458
190,548,458
191,548,458
192,548,458
193,548,458
194,548,458
195,548,458
196,548,458
197,548,458
198,548,458
199,548,458
200,548,458
201,548,458
202,548,458
203,548,458
204,548,458
205,548,458
206,548,458
207,548,458
208,548,458
209,548,458
210,548,458
211,548,458
212,548,458
213,548,458
214,548,458
215,548,458
216,548,458
217,548,458
218,548,458
219,548,458
220,548,458
221,548,458
222,548,458
223,548,458
224,548,458
225,548,458
226,548,458
227,548,458
228,548,458
229,548,458
230,548,458
231,548,458
232,548,458
233,548,458
234,548,458
235,548,458
236,548,458
237,548,458
238,548,458
239,548,458
240,548,458
241,548,458
242,548,458
243,548,458
244,548,458
245,548,458
246,548,458
247,548,458
248,548,458
249,548,458
250,548,458
251,548,458
252,548,458
253,548,458
254,548,458
255,548,458
256,548,458
257,548,458
258,548,458
259,548,458
260,548,458
261,548,458
262,548,458
263,548,458
264,548,458
265,548,458
266,548,458
267,548,458
268,548,458
269,548,458
270,548,458
271,548,458
272,548,458
273,548,458
274,548,458
275,548,458
276,548,458
277,548,458
278,548,458
279,548,458
280,548,458
281,548,458
282,548,458
283,548,458
284,548,458
285,548,458
286,548,458
287,548,458
288,548,458
289,548,458
290,548,458
291,548,458
292,548,458
293,548,458
294,548,458
295,548,458
296,548,458
297,548,458
298,548,458
299,548,458
300,548,458
301,548,458
302,548,458
303,548,458
304,548,458
305,548,458
306,548,458
307,548,458
308,548,458
309,548,458
310,548,458
311,548,458
312,548,458
313,548,458
314,548,458
315,548,458
316,548,458
317,548,458
318,548,458
319,548,458
320,548,458
321,548,458
322,548,458
323,548,458
324,548,458
325,548,458
326,548,458
327,548,458
328,548,458
329,548,458
330,548,458
331,548,458
332,548,458
333,548,458
334,548,458
335,548,458
336,548,458
337,548,458
338,548,458
339,548,458
