frame,x,y
432,22,330
433,0,236
434,0,236
435,0,236
436,0,236
437,0,236
438,0,236
439,0,236
440,0,236
441,0,236
442,22,360
443,91,410
444,123,428
445,133,433
446,134,433
447,134,434
448,134,440
449,129,458
450,113,485
451,100,499
452,83,508
453,63,519
454,44,532
455,36,546
456,34,550
457,34,550
458,34,550
459,34,543
460,36,524
461,55,505
462,87,482
463,154,450
464,184,436
465,197,430
466,197,429
467,194,431
468,175,446
469,127,481
470,76,515
471,44,539
472,36,547
473,40,548
474,49,542
475,60,534
476,82,512
477,135,460
478,238,363
479,378,239
480,505,148
481,574,110
482,592,97
483,595,96
484,595,96
485,594,96
486,590,100
487,586,103
488,585,105
489,584,107
490,583,109
491,583,111
492,582,113
493,579,118
494,577,125
495,571,133
496,559,153
497,528,206
498,480,284
499,434,367
500,399,430
501,387,453
502,384,456
503,384,456
504,386,456
505,401,454
506,419,443
507,461,402
508,507,319
509,528,228
510,530,173
511,525,148
512,516,133
513,511,128
514,508,127
515,505,125
516,462,129
517,385,143
518,273,165
519,171,193
520,111,211
521,93,218
522,85,220
523,83,222
524,81,226
525,81,243
526,88,264
527,109,286
528,125,289
529,138,282
530,149,270
531,153,256
532,156,242
533,161,217
534,176,184
535,191,157
536,193,147
537,195,143
538,195,140
539,195,140
540,195,140
541,197,141
542,207,157
543,241,188
544,290,230
545,338,271
546,381,308
547,408,325
548,410,327
549,417,330
550,421,334
551,426,339
552,427,341
553,425,343
554,416,345
555,403,345
556,379,340
557,350,334
558,330,334
559,321,334
560,318,334
561,318,334
562,318,334
563,321,334
564,338,339
565,351,349
566,362,361
567,371,365
568,373,366
569,374,363
570,368,355
571,339,339
572,280,316
573,211,298
574,156,290
575,143,289
576,143,289
577,157,293
578,198,306
579,287,330
580,336,344
581,366,350
582,376,350
583,379,344
584,377,337
585,362,329
586,336,324
587,313,321
588,297,320
589,294,320
590,294,320
591,296,318
592,308,317
593,323,316
594,334,316
595,337,316
596,337,318
597,329,323
598,313,331
599,302,333
600,302,333
601,302,333
602,309,333
603,322,332
604,331,332
605,337,333
606,341,334
607,346,337
608,352,343
609,360,347
610,366,350
611,368,351
612,369,351
613,370,353
614,374,358
615,383,365
616,387,370
617,387,371
618,387,371
619,387,371
620,387,372
621,387,374
622,390,377
623,399,379
624,414,375
625,431,362
626,439,351
627,440,347
628,440,347
629,436,347
630,432,347
631,430,347
632,430,347
633,430,347
634,430,340
635,430,333
636,433,329
637,435,325
638,436,322
639,436,321
640,436,317
641,436,317
642,436,317
643,436,317
644,433,317
645,417,317
646,391,317
647,366,321
648,355,323
649,352,323
650,352,323
651,352,324
652,355,325
653,363,330
654,376,334
655,382,335
656,383,335
657,381,337
658,354,347
659,305,360
660,276,368
661,274,368
662,308,352
663,415,307
664,509,286
665,523,285
666,473,305
667,196,347
668,101,349
669,103,346
670,197,302
671,389,269
672,453,288
673,355,353
674,111,402
675,1,422
676,2,423
677,77,404
678,248,367
679,301,356
680,233,363
681,103,367
682,71,368
683,71,368
684,167,328
685,349,260
686,481,205
687,531,178
688,544,164
689,548,155
690,552,144
691,567,120
692,612,85
693,676,50
694,768,16
695,794,9
696,799,8
697,799,8
698,799,8
699,799,8
700,796,85
701,770,147
702,729,221
703,691,283
704,672,304
705,658,320
706,648,330
707,636,350
708,633,366
709,635,382
710,650,394
711,673,394
712,692,375
713,714,358
714,734,341
715,752,329
716,764,322
717,767,314
718,758,305
719,737,295
720,698,280
721,616,256
722,503,224
723,368,164
724,241,100
725,157,44
726,139,29
727,137,23
728,137,22
729,137,22
730,139,22
731,146,24
732,153,27
733,155,27
734,155,27
735,155,27
736,156,28
737,158,32
738,161,45
739,163,60
740,165,93
741,166,138
742,170,234
743,178,302
744,189,355
745,201,389
746,206,403
747,210,408
748,216,411
749,231,414
750,250,418
751,268,421
752,275,421
753,287,416
754,313,393
755,356,367
756,396,349
757,414,345
758,424,344
759,427,344
760,427,346
761,427,350
762,427,354
763,427,357
764,432,357
765,442,357
766,455,352
767,482,337
768,496,321
769,508,304
770,517,286
771,521,274
772,522,271
773,522,271
774,521,272
775,515,280
776,482,327
777,432,395
778,370,473
779,324,522
780,309,536
781,305,537
782,305,537
783,305,537
784,304,535
785,300,532
786,269,507
787,226,451
788,176,383
789,141,324
790,125,291
791,118,276
792,115,268
793,114,264
794,113,261
795,110,257
796,109,247
797,109,243
798,111,241
799,112,241
800,117,241
801,127,243
802,168,255
803,268,285
804,397,338
805,485,374
806,506,390
807,494,394
808,449,398
809,394,398
810,358,389
811,342,382
812,334,377
813,334,376
814,334,376
815,334,376
816,334,375
817,335,371
818,342,357
819,351,341
820,369,318
821,378,306
822,384,300
823,386,296
824,382,292
825,367,289
826,351,289
827,344,293
828,343,295
829,343,296
830,348,296
831,357,296
832,366,296
833,377,296
834,388,307
835,404,335
836,409,347
837,413,351
838,415,352
839,415,353
840,416,355
841,412,362
842,402,374
843,383,383
844,368,386
845,360,387
846,360,387
847,360,387
848,357,387
849,352,387
850,328,380
851,293,359
852,253,327
853,236,313
854,229,307
855,229,307
856,229,307
857,229,307
858,230,307
859,237,304
860,277,285
861,312,270
862,345,256
863,363,250
864,367,248
865,367,248
866,367,248
867,367,248
868,368,248
869,372,252
870,376,261
871,383,278
872,387,293
873,389,300
874,389,302
875,389,305
876,385,313
877,377,325
878,367,340
879,359,353
880,357,359
881,360,368
882,380,389
883,444,434
884,474,455
885,494,461
886,500,462
887,502,457
888,500,443
889,491,425
890,465,385
891,454,370
892,428,336
893,397,308
894,380,299
895,369,294
896,363,293
897,359,293
898,356,293
899,353,292
900,353,292
901,353,292
902,353,292
903,354,291
904,354,291
905,354,291
906,354,291
907,354,291
908,355,290
909,356,289
910,357,288
911,358,287
912,358,285
913,358,285
914,358,285
915,355,292
916,347,307
917,339,319
918,335,329
919,332,335
920,324,350
921,317,359
922,308,366
923,290,368
924,271,365
925,248,353
926,215,332
927,190,320
928,180,316
929,176,316
930,176,316
931,176,316
932,176,316
933,178,317
934,186,318
935,208,326
936,255,341
937,300,349
938,329,353
939,340,354
940,342,355
941,342,355
942,342,356
943,342,357
944,342,358
945,342,358
946,346,347
947,366,322
948,409,276
949,463,225
950,511,189
951,534,169
952,547,159
953,547,159
954,547,159
955,547,159
956,546,163
957,545,168
958,544,175
959,544,182
960,547,193
961,553,206
962,562,224
963,566,231
964,568,237
965,568,242
966,561,249
967,545,261
968,527,272
969,511,282
970,497,295
971,485,304
972,476,317
973,470,330
974,467,347
975,465,373
976,464,390
977,462,397
978,461,397
979,461,397
980,458,393
981,451,380
982,439,366
983,426,355
984,410,345
985,391,335
986,368,322
987,347,309
988,331,297
989,320,288
990,316,283
991,318,270
992,330,255
993,346,235
994,358,219
995,363,203
996,363,197
997,362,194
998,361,192
999,361,192
1000,361,192
1001,360,192
1002,356,191
1003,349,189
1004,346,189
1005,345,189
1006,345,189
1007,345,191
1008,346,198
1009,354,215
1010,370,243
1011,390,282
1012,402,308
1013,403,322
1014,402,332
1015,399,338
1016,397,341
1017,397,344
1018,397,346
1019,397,350
1020,394,355
1021,390,359
1022,386,362
1023,383,363
1024,381,363
1025,377,362
1026,374,360
1027,371,358
1028,369,358
1029,369,358
1030,374,333
1031,384,287
1032,392,235
1033,398,201
1034,404,186
1035,408,180
1036,408,178
1037,408,178
1038,405,179
1039,397,187
1040,383,207
1041,361,255
